enhancer_name,enhancer_chrom,enhancer_start,enhancer_end,promoter_name,promoter_chrom,promoter_start,promoter_end,label,enhancer_distance_to_promoter
H1|chr1:2172775-2172925,chr1,2172775,2172925,H1|chr1:2046144-2046239,chr1,2046144,2046239,1,126631
H1|chr1:2172807-2172925,chr1,2172807,2172925,H1|chr1:2046144-2046239,chr1,2046144,2046239,1,126663
H1|chr1:2175617-2175700,chr1,2175617,2175700,H1|chr1:2133434-2133467,chr1,2133434,2133467,1,42183
H1|chr1:2176421-2176450,chr1,2176421,2176450,H1|chr1:1289123-1289244,chr1,1289123,1289244,1,887298
H1|chr1:2176423-2176482,chr1,2176423,2176482,H1|chr1:1289123-1289244,chr1,1289123,1289244,1,887300
H1|chr1:2177199-2177253,chr1,2177199,2177253,H1|chr1:2134364-2134384,chr1,2134364,2134384,1,42835
H1|chr1:2184309-2184383,chr1,2184309,2184383,H1|chr1:1410045-1410179,chr1,1410045,1410179,1,774264
H1|chr1:2188846-2188974,chr1,2188846,2188974,H1|chr1:1287496-1287591,chr1,1287496,1287591,1,901350
H1|chr1:2188921-2188976,chr1,2188921,2188976,H1|chr1:1287496-1287591,chr1,1287496,1287591,1,901425
H1|chr1:2190721-2190758,chr1,2190721,2190758,H1|chr1:224302933-224302995,chr1,224302933,224302995,1,222112212
H1|chr1:2200505-2200550,chr1,2200505,2200550,H1|chr1:27335516-27335579,chr1,27335516,27335579,1,25135011
H1|chr1:2221234-2221335,chr1,2221234,2221335,H1|chr1:229407755-229407792,chr1,229407755,229407792,1,227186521
H1|chr1:2221238-2221335,chr1,2221238,2221335,H1|chr1:229407755-229407792,chr1,229407755,229407792,1,227186517
H1|chr1:2479713-2479820,chr1,2479713,2479820,H1|chr1:2510066-2510216,chr1,2510066,2510216,1,30353
H1|chr1:2479811-2479843,chr1,2479811,2479843,H1|chr1:2510000-2510114,chr1,2510000,2510114,1,30189
H1|chr1:8431321-8431348,chr1,8431321,8431348,H1|chr1:44882217-44882287,chr1,44882217,44882287,1,36450896
H1|chr1:8431322-8431347,chr1,8431322,8431347,H1|chr1:44882217-44882287,chr1,44882217,44882287,1,36450895
H1|chr1:8508045-8508160,chr1,8508045,8508160,H1|chr1:28970813-28970833,chr1,28970813,28970833,1,20462768
H1|chr1:8513733-8513793,chr1,8513733,8513793,H1|chr1:25560308-25560351,chr1,25560308,25560351,1,17046575
H1|chr1:8520214-8520296,chr1,8520214,8520296,H1|chr1:85358425-85358493,chr1,85358425,85358493,1,76838211
H1|chr1:8520225-8520375,chr1,8520225,8520375,H1|chr1:85358425-85358493,chr1,85358425,85358493,1,76838200
H1|chr1:10953216-10953274,chr1,10953216,10953274,H1|chr1:11111038-11111118,chr1,11111038,11111118,1,157822
H1|chr1:10953217-10953274,chr1,10953217,10953274,H1|chr1:11111038-11111118,chr1,11111038,11111118,1,157821
H1|chr1:11766986-11767053,chr1,11766986,11767053,H1|chr1:11726636-11726745,chr1,11726636,11726745,1,40350
H1|chr1:11767934-11767994,chr1,11767934,11767994,H1|chr1:11712632-11712664,chr1,11712632,11712664,1,55302
H1|chr1:12304126-12304161,chr1,12304126,12304161,H1|chr1:11725213-11725268,chr1,11725213,11725268,1,578913
H1|chr1:12304127-12304161,chr1,12304127,12304161,H1|chr1:11725213-11725268,chr1,11725213,11725268,1,578914
H1|chr1:12304127-12304160,chr1,12304127,12304160,H1|chr1:11725212-11725268,chr1,11725212,11725268,1,578915
H1|chr1:12687895-12687940,chr1,12687895,12687940,H1|chr1:12681167-12681215,chr1,12681167,12681215,1,6728
H1|chr1:12688074-12688135,chr1,12688074,12688135,H1|chr1:12683157-12683242,chr1,12683157,12683242,1,4917
H1|chr1:12688078-12688228,chr1,12688078,12688228,H1|chr1:12683157-12683242,chr1,12683157,12683242,1,4921
H1|chr1:14951815-14951859,chr1,14951815,14951859,H1|chr1:6846834-6846916,chr1,6846834,6846916,1,8104981
H1|chr1:15061230-15061315,chr1,15061230,15061315,H1|chr1:14923804-14923834,chr1,14923804,14923834,1,137426
H1|chr1:15065939-15065999,chr1,15065939,15065999,H1|chr1:9349991-9350074,chr1,9349991,9350074,1,5715948
H1|chr1:15065939-15065998,chr1,15065939,15065998,H1|chr1:9349991-9350074,chr1,9349991,9350074,1,5715948
H1|chr1:15067930-15068017,chr1,15067930,15068017,H1|chr1:82265657-82265709,chr1,82265657,82265709,1,67197727
H1|chr1:15067930-15068015,chr1,15067930,15068015,H1|chr1:82265657-82265709,chr1,82265657,82265709,1,67197727
H1|chr1:15530998-15531071,chr1,15530998,15531071,H1|chr1:17867605-17867648,chr1,17867605,17867648,1,2336607
H1|chr1:15530998-15531069,chr1,15530998,15531069,H1|chr1:17867605-17867648,chr1,17867605,17867648,1,2336607
H1|chr1:15530998-15531061,chr1,15530998,15531061,H1|chr1:17867605-17867648,chr1,17867605,17867648,1,2336607
H1|chr1:16212409-16212426,chr1,16212409,16212426,H1|chr1:16090285-16090391,chr1,16090285,16090391,1,122124
H1|chr1:16356696-16356759,chr1,16356696,16356759,H1|chr1:16378499-16378601,chr1,16378499,16378601,1,21803
H1|chr1:16356711-16356759,chr1,16356711,16356759,H1|chr1:16378499-16378601,chr1,16378499,16378601,1,21788
H1|chr1:16356712-16356759,chr1,16356712,16356759,H1|chr1:16378499-16378601,chr1,16378499,16378601,1,21787
H1|chr1:16356730-16356759,chr1,16356730,16356759,H1|chr1:16378499-16378601,chr1,16378499,16378601,1,21769
H1|chr1:16818799-16818911,chr1,16818799,16818911,H1|chr1:17247227-17247299,chr1,17247227,17247299,1,428428
H1|chr1:16818864-16818934,chr1,16818864,16818934,H1|chr1:17247303-17247453,chr1,17247303,17247453,1,428439
H1|chr1:16818882-16818951,chr1,16818882,16818951,H1|chr1:17247237-17247302,chr1,17247237,17247302,1,428355
H1|chr1:16818882-16818941,chr1,16818882,16818941,H1|chr1:17247206-17247240,chr1,17247206,17247240,1,428324
H1|chr1:16818886-16818945,chr1,16818886,16818945,H1|chr1:17247205-17247237,chr1,17247205,17247237,1,428319
H1|chr1:16818893-16818951,chr1,16818893,16818951,H1|chr1:17247295-17247445,chr1,17247295,17247445,1,428402
H1|chr1:16818893-16818938,chr1,16818893,16818938,H1|chr1:17247219-17247240,chr1,17247219,17247240,1,428326
H1|chr1:16819596-16819674,chr1,16819596,16819674,H1|chr1:17246195-17246236,chr1,17246195,17246236,1,426599
H1|chr1:16820444-16820551,chr1,16820444,16820551,H1|chr1:17244636-17244678,chr1,17244636,17244678,1,424192
H1|chr1:16821351-16821498,chr1,16821351,16821498,H1|chr1:17244740-17244848,chr1,17244740,17244848,1,423389
H1|chr1:16821522-16821537,chr1,16821522,16821537,H1|chr1:17244796-17244834,chr1,17244796,17244834,1,423274
H1|chr1:16822450-16822600,chr1,16822450,16822600,H1|chr1:17243634-17243784,chr1,17243634,17243784,1,421184
H1|chr1:16822457-16822607,chr1,16822457,16822607,H1|chr1:17243718-17243865,chr1,17243718,17243865,1,421261
H1|chr1:16822591-16822738,chr1,16822591,16822738,H1|chr1:17243646-17243793,chr1,17243646,17243793,1,421055
H1|chr1:16822980-16823104,chr1,16822980,16823104,H1|chr1:17243472-17243492,chr1,17243472,17243492,1,420492
H1|chr1:17027790-17027937,chr1,17027790,17027937,H1|chr1:6507186-6507238,chr1,6507186,6507238,1,10520604
H1|chr1:17027822-17027918,chr1,17027822,17027918,H1|chr1:6507203-6507238,chr1,6507203,6507238,1,10520619
H1|chr1:17027824-17027918,chr1,17027824,17027918,H1|chr1:6507204-6507257,chr1,6507204,6507257,1,10520620
H1|chr1:17027832-17027937,chr1,17027832,17027937,H1|chr1:6507203-6507238,chr1,6507203,6507238,1,10520629
H1|chr1:17027839-17027937,chr1,17027839,17027937,H1|chr1:6507186-6507238,chr1,6507186,6507238,1,10520653
H1|chr1:17878985-17879058,chr1,17878985,17879058,H1|chr1:16537491-16537553,chr1,16537491,16537553,1,1341494
H1|chr1:17878985-17879057,chr1,17878985,17879057,H1|chr1:16537491-16537553,chr1,16537491,16537553,1,1341494
H1|chr1:17889794-17889839,chr1,17889794,17889839,H1|chr1:16538130-16538221,chr1,16538130,16538221,1,1351664
H1|chr1:17898644-17898694,chr1,17898644,17898694,H1|chr1:114701057-114701157,chr1,114701057,114701157,1,96802413
H1|chr1:17898645-17898694,chr1,17898645,17898694,H1|chr1:114701058-114701104,chr1,114701058,114701104,1,96802413
H1|chr1:19947029-19947075,chr1,19947029,19947075,H1|chr1:19579058-19579166,chr1,19579058,19579166,1,367971
H1|chr1:19947029-19947071,chr1,19947029,19947071,H1|chr1:19579058-19579166,chr1,19579058,19579166,1,367971
H1|chr1:20095303-20095320,chr1,20095303,20095320,H1|chr1:1334294-1334390,chr1,1334294,1334390,1,18761009
H1|chr1:22289836-22289909,chr1,22289836,22289909,H1|chr1:150603919-150603974,chr1,150603919,150603974,1,128314083
H1|chr1:22289841-22289909,chr1,22289841,22289909,H1|chr1:150603874-150603945,chr1,150603874,150603945,1,128314033
H1|chr1:22289854-22289933,chr1,22289854,22289933,H1|chr1:150603910-150603950,chr1,150603910,150603950,1,128314056
H1|chr1:26098271-26098372,chr1,26098271,26098372,H1|chr1:9649394-9649488,chr1,9649394,9649488,1,16448877
H1|chr1:26098271-26098327,chr1,26098271,26098327,H1|chr1:9649394-9649488,chr1,9649394,9649488,1,16448877
H1|chr1:26098271-26098326,chr1,26098271,26098326,H1|chr1:9649394-9649488,chr1,9649394,9649488,1,16448877
H1|chr1:26743147-26743270,chr1,26743147,26743270,H1|chr1:26757495-26757581,chr1,26757495,26757581,1,14348
H1|chr1:26743147-26743208,chr1,26743147,26743208,H1|chr1:26757495-26757581,chr1,26757495,26757581,1,14348
H1|chr1:26743147-26743204,chr1,26743147,26743204,H1|chr1:26757495-26757581,chr1,26757495,26757581,1,14348
H1|chr1:26743156-26743266,chr1,26743156,26743266,H1|chr1:26757495-26757581,chr1,26757495,26757581,1,14339
H1|chr1:26743680-26743760,chr1,26743680,26743760,H1|chr1:26756269-26756338,chr1,26756269,26756338,1,12589
H1|chr1:26745113-26745146,chr1,26745113,26745146,H1|chr1:26758439-26758470,chr1,26758439,26758470,1,13326
H1|chr1:26745113-26745144,chr1,26745113,26745144,H1|chr1:26758437-26758470,chr1,26758437,26758470,1,13324
H1|chr1:26745606-26745716,chr1,26745606,26745716,H1|chr1:26757405-26757470,chr1,26757405,26757470,1,11799
H1|chr1:26745608-26745693,chr1,26745608,26745693,H1|chr1:26757405-26757470,chr1,26757405,26757470,1,11797
H1|chr1:26745757-26745789,chr1,26745757,26745789,H1|chr1:26756462-26756558,chr1,26756462,26756558,1,10705
H1|chr1:26747288-26747324,chr1,26747288,26747324,H1|chr1:26758512-26758626,chr1,26758512,26758626,1,11224
H1|chr1:26749811-26749864,chr1,26749811,26749864,H1|chr1:26757460-26757557,chr1,26757460,26757557,1,7649
H1|chr1:26750054-26750130,chr1,26750054,26750130,H1|chr1:26758317-26758364,chr1,26758317,26758364,1,8263
H1|chr1:26750054-26750129,chr1,26750054,26750129,H1|chr1:26758317-26758364,chr1,26758317,26758364,1,8263
H1|chr1:26750318-26750407,chr1,26750318,26750407,H1|chr1:26799083-26799197,chr1,26799083,26799197,1,48765
H1|chr1:26750754-26750845,chr1,26750754,26750845,H1|chr1:26757551-26757619,chr1,26757551,26757619,1,6797
H1|chr1:26750754-26750836,chr1,26750754,26750836,H1|chr1:26757551-26757619,chr1,26757551,26757619,1,6797
H1|chr1:26752597-26752652,chr1,26752597,26752652,H1|chr1:26756213-26756246,chr1,26756213,26756246,1,3616
H1|chr1:26752600-26752652,chr1,26752600,26752652,H1|chr1:26756213-26756246,chr1,26756213,26756246,1,3613
H1|chr1:27327703-27327831,chr1,27327703,27327831,H1|chr1:27321952-27321971,chr1,27321952,27321971,1,5751
H1|chr1:27327707-27327846,chr1,27327707,27327846,H1|chr1:27321952-27321971,chr1,27321952,27321971,1,5755
H1|chr1:27327890-27328040,chr1,27327890,27328040,H1|chr1:27050545-27050570,chr1,27050545,27050570,1,277345
H1|chr1:27327937-27328058,chr1,27327937,27328058,H1|chr1:27050545-27050570,chr1,27050545,27050570,1,277392
H1|chr1:27327952-27328042,chr1,27327952,27328042,H1|chr1:27321354-27321403,chr1,27321354,27321403,1,6598
H1|chr1:27328082-27328182,chr1,27328082,27328182,H1|chr1:27334720-27334823,chr1,27334720,27334823,1,6638
H1|chr1:27328086-27328200,chr1,27328086,27328200,H1|chr1:27321864-27321946,chr1,27321864,27321946,1,6222
H1|chr1:27328093-27328153,chr1,27328093,27328153,H1|chr1:27321994-27322046,chr1,27321994,27322046,1,6099
H1|chr1:27328093-27328151,chr1,27328093,27328151,H1|chr1:27321994-27322046,chr1,27321994,27322046,1,6099
H1|chr1:27328143-27328182,chr1,27328143,27328182,H1|chr1:27321972-27322025,chr1,27321972,27322025,1,6171
H1|chr1:27328203-27328316,chr1,27328203,27328316,H1|chr1:27321530-27321567,chr1,27321530,27321567,1,6673
H1|chr1:27328371-27328464,chr1,27328371,27328464,H1|chr1:27321562-27321616,chr1,27321562,27321616,1,6809
H1|chr1:27328371-27328461,chr1,27328371,27328461,H1|chr1:27321562-27321616,chr1,27321562,27321616,1,6809
H1|chr1:27328375-27328453,chr1,27328375,27328453,H1|chr1:27321601-27321624,chr1,27321601,27321624,1,6774
H1|chr1:27328375-27328451,chr1,27328375,27328451,H1|chr1:27321601-27321624,chr1,27321601,27321624,1,6774
H1|chr1:27328470-27328521,chr1,27328470,27328521,H1|chr1:27321497-27321546,chr1,27321497,27321546,1,6973
H1|chr1:27328897-27328960,chr1,27328897,27328960,H1|chr1:27335574-27335651,chr1,27335574,27335651,1,6677
H1|chr1:27328897-27328949,chr1,27328897,27328949,H1|chr1:27335610-27335642,chr1,27335610,27335642,1,6713
H1|chr1:27328907-27329014,chr1,27328907,27329014,H1|chr1:27321276-27321306,chr1,27321276,27321306,1,7631
H1|chr1:27329396-27329463,chr1,27329396,27329463,H1|chr1:27051382-27051440,chr1,27051382,27051440,1,278014
H1|chr1:27329686-27329734,chr1,27329686,27329734,H1|chr1:27338539-27338657,chr1,27338539,27338657,1,8853
H1|chr1:27329689-27329739,chr1,27329689,27329739,H1|chr1:27321873-27321947,chr1,27321873,27321947,1,7816
H1|chr1:27329702-27329734,chr1,27329702,27329734,H1|chr1:27338539-27338657,chr1,27338539,27338657,1,8837
H1|chr1:27329842-27329957,chr1,27329842,27329957,H1|chr1:27321347-27321388,chr1,27321347,27321388,1,8495
H1|chr1:27329848-27329957,chr1,27329848,27329957,H1|chr1:27321347-27321388,chr1,27321347,27321388,1,8501
H1|chr1:27330372-27330393,chr1,27330372,27330393,H1|chr1:27321384-27321502,chr1,27321384,27321502,1,8988
H1|chr1:27330437-27330508,chr1,27330437,27330508,H1|chr1:27336301-27336368,chr1,27336301,27336368,1,5864
H1|chr1:27330830-27330852,chr1,27330830,27330852,H1|chr1:27337678-27337759,chr1,27337678,27337759,1,6848
H1|chr1:27331216-27331243,chr1,27331216,27331243,H1|chr1:27322036-27322105,chr1,27322036,27322105,1,9180
H1|chr1:27331216-27331242,chr1,27331216,27331242,H1|chr1:27322036-27322105,chr1,27322036,27322105,1,9180
H1|chr1:27376218-27376314,chr1,27376218,27376314,H1|chr1:213034523-213034557,chr1,213034523,213034557,1,185658305
H1|chr1:27676795-27676886,chr1,27676795,27676886,H1|chr1:27665925-27665950,chr1,27665925,27665950,1,10870
H1|chr1:27676795-27676885,chr1,27676795,27676885,H1|chr1:27665925-27665950,chr1,27665925,27665950,1,10870
H1|chr1:27676814-27676908,chr1,27676814,27676908,H1|chr1:27665560-27665597,chr1,27665560,27665597,1,11254
H1|chr1:27857694-27857755,chr1,27857694,27857755,H1|chr1:27667332-27667371,chr1,27667332,27667371,1,190362
H1|chr1:27910403-27910447,chr1,27910403,27910447,H1|chr1:27665977-27666063,chr1,27665977,27666063,1,244426
H1|chr1:27910403-27910440,chr1,27910403,27910440,H1|chr1:27665977-27666063,chr1,27665977,27666063,1,244426
H1|chr1:27911062-27911133,chr1,27911062,27911133,H1|chr1:27667660-27667780,chr1,27667660,27667780,1,243402
H1|chr1:27911062-27911131,chr1,27911062,27911131,H1|chr1:27667660-27667780,chr1,27667660,27667780,1,243402
H1|chr1:27911062-27911092,chr1,27911062,27911092,H1|chr1:27667660-27667780,chr1,27667660,27667780,1,243402
H1|chr1:27911191-27911236,chr1,27911191,27911236,H1|chr1:25593055-25593202,chr1,25593055,25593202,1,2318136
H1|chr1:28592180-28592243,chr1,28592180,28592243,H1|chr1:27674714-27674801,chr1,27674714,27674801,1,917466
H1|chr1:28592181-28592263,chr1,28592181,28592263,H1|chr1:27674714-27674801,chr1,27674714,27674801,1,917467
H1|chr1:28592181-28592262,chr1,28592181,28592262,H1|chr1:27674714-27674801,chr1,27674714,27674801,1,917467
H1|chr1:28592635-28592658,chr1,28592635,28592658,H1|chr1:28263428-28263542,chr1,28263428,28263542,1,329207
H1|chr1:28906270-28906389,chr1,28906270,28906389,H1|chr1:173836043-173836074,chr1,173836043,173836074,1,144929773
H1|chr1:28906270-28906385,chr1,28906270,28906385,H1|chr1:173836043-173836074,chr1,173836043,173836074,1,144929773
H1|chr1:28906274-28906392,chr1,28906274,28906392,H1|chr1:173836043-173836074,chr1,173836043,173836074,1,144929769
H1|chr1:28907454-28907565,chr1,28907454,28907565,H1|chr1:111991116-111991134,chr1,111991116,111991134,1,83083662
H1|chr1:28907454-28907564,chr1,28907454,28907564,H1|chr1:111991116-111991134,chr1,111991116,111991134,1,83083662
H1|chr1:28975149-28975177,chr1,28975149,28975177,H1|chr1:200861397-200861480,chr1,200861397,200861480,1,171886248
H1|chr1:29308819-29308844,chr1,29308819,29308844,H1|chr1:150546667-150546725,chr1,150546667,150546725,1,121237848
H1|chr1:29308819-29308843,chr1,29308819,29308843,H1|chr1:150546667-150546725,chr1,150546667,150546725,1,121237848
H1|chr1:31294046-31294087,chr1,31294046,31294087,H1|chr1:182809558-182809664,chr1,182809558,182809664,1,151515512
H1|chr1:33184619-33184696,chr1,33184619,33184696,H1|chr1:33171322-33171350,chr1,33171322,33171350,1,13297
H1|chr1:33184620-33184752,chr1,33184620,33184752,H1|chr1:33171348-33171364,chr1,33171348,33171364,1,13272
H1|chr1:33593858-33594008,chr1,33593858,33594008,H1|chr1:33650432-33650497,chr1,33650432,33650497,1,56574
H1|chr1:33593858-33593942,chr1,33593858,33593942,H1|chr1:33650432-33650497,chr1,33650432,33650497,1,56574
H1|chr1:33599122-33599178,chr1,33599122,33599178,H1|chr1:33646320-33646421,chr1,33646320,33646421,1,47198
H1|chr1:33599132-33599178,chr1,33599132,33599178,H1|chr1:33646320-33646421,chr1,33646320,33646421,1,47188
H1|chr1:34103194-34103248,chr1,34103194,34103248,H1|chr1:32402358-32402437,chr1,32402358,32402437,1,1700836
H1|chr1:34103195-34103248,chr1,34103195,34103248,H1|chr1:32402358-32402437,chr1,32402358,32402437,1,1700837
H1|chr1:38532892-38532993,chr1,38532892,38532993,H1|chr1:27664891-27664940,chr1,27664891,27664940,1,10868001
H1|chr1:38538477-38538541,chr1,38538477,38538541,H1|chr1:6299990-6300076,chr1,6299990,6300076,1,32238487
H1|chr1:38539634-38539669,chr1,38539634,38539669,H1|chr1:40205399-40205531,chr1,40205399,40205531,1,1665765
H1|chr1:38553195-38553259,chr1,38553195,38553259,H1|chr1:109235987-109236058,chr1,109235987,109236058,1,70682792
H1|chr1:38553195-38553226,chr1,38553195,38553226,H1|chr1:109235987-109236058,chr1,109235987,109236058,1,70682792
H1|chr1:38560173-38560250,chr1,38560173,38560250,H1|chr1:40205074-40205133,chr1,40205074,40205133,1,1644901
H1|chr1:38560182-38560250,chr1,38560182,38560250,H1|chr1:40205074-40205133,chr1,40205074,40205133,1,1644892
H1|chr1:39462997-39463022,chr1,39462997,39463022,H1|chr1:39569810-39569908,chr1,39569810,39569908,1,106813
H1|chr1:39463263-39463319,chr1,39463263,39463319,H1|chr1:39572206-39572301,chr1,39572206,39572301,1,108943
H1|chr1:39463322-39463345,chr1,39463322,39463345,H1|chr1:39572206-39572301,chr1,39572206,39572301,1,108884
H1|chr1:39465409-39465488,chr1,39465409,39465488,H1|chr1:36855361-36855422,chr1,36855361,36855422,1,2610048
H1|chr1:39465414-39465488,chr1,39465414,39465488,H1|chr1:36855361-36855422,chr1,36855361,36855422,1,2610053
H1|chr1:39467596-39467631,chr1,39467596,39467631,H1|chr1:39490404-39490554,chr1,39490404,39490554,1,22808
H1|chr1:39468455-39468497,chr1,39468455,39468497,H1|chr1:38479287-38479340,chr1,38479287,38479340,1,989168
H1|chr1:39471776-39471898,chr1,39471776,39471898,H1|chr1:39487313-39487347,chr1,39487313,39487347,1,15537
H1|chr1:39471782-39471898,chr1,39471782,39471898,H1|chr1:39487313-39487347,chr1,39487313,39487347,1,15531
H1|chr1:39472151-39472175,chr1,39472151,39472175,H1|chr1:38478788-38478876,chr1,38478788,38478876,1,993363
H1|chr1:39472151-39472174,chr1,39472151,39472174,H1|chr1:38478788-38478876,chr1,38478788,38478876,1,993363
H1|chr1:39475819-39475969,chr1,39475819,39475969,H1|chr1:36854280-36854430,chr1,36854280,36854430,1,2621539
H1|chr1:39481585-39481692,chr1,39481585,39481692,H1|chr1:39488015-39488058,chr1,39488015,39488058,1,6430
H1|chr1:39481589-39481693,chr1,39481589,39481693,H1|chr1:39488015-39488058,chr1,39488015,39488058,1,6426
H1|chr1:39482675-39482717,chr1,39482675,39482717,H1|chr1:39488838-39488959,chr1,39488838,39488959,1,6163
H1|chr1:39482688-39482717,chr1,39482688,39482717,H1|chr1:39488838-39488959,chr1,39488838,39488959,1,6150
H1|chr1:39597930-39598025,chr1,39597930,39598025,H1|chr1:36920007-36920076,chr1,36920007,36920076,1,2677923
H1|chr1:39597945-39598026,chr1,39597945,39598026,H1|chr1:36920007-36920076,chr1,36920007,36920076,1,2677938
H1|chr1:39619093-39619138,chr1,39619093,39619138,H1|chr1:86046742-86046792,chr1,86046742,86046792,1,46427649
H1|chr1:39627854-39627980,chr1,39627854,39627980,H1|chr1:38231511-38231530,chr1,38231511,38231530,1,1396343
H1|chr1:41839337-41839459,chr1,41839337,41839459,H1|chr1:40994911-40994935,chr1,40994911,40994935,1,844426
H1|chr1:41839421-41839459,chr1,41839421,41839459,H1|chr1:40994875-40994935,chr1,40994875,40994935,1,844546
H1|chr1:43403256-43403308,chr1,43403256,43403308,H1|chr1:213034651-213034719,chr1,213034651,213034719,1,169631395
H1|chr1:43405860-43405898,chr1,43405860,43405898,H1|chr1:120255826-120255892,chr1,120255826,120255892,1,76849966
H1|chr1:43411323-43411400,chr1,43411323,43411400,H1|chr1:47800592-47800649,chr1,47800592,47800649,1,4389269
H1|chr1:43437669-43437742,chr1,43437669,43437742,H1|chr1:45312261-45312280,chr1,45312261,45312280,1,1874592
H1|chr1:43437670-43437742,chr1,43437670,43437742,H1|chr1:45312261-45312280,chr1,45312261,45312280,1,1874591
H1|chr1:43472704-43472774,chr1,43472704,43472774,H1|chr1:43427836-43427911,chr1,43427836,43427911,1,44868
H1|chr1:43472752-43472901,chr1,43472752,43472901,H1|chr1:43427836-43427911,chr1,43427836,43427911,1,44916
H1|chr1:43472763-43472827,chr1,43472763,43472827,H1|chr1:43421862-43421996,chr1,43421862,43421996,1,50901
H1|chr1:43472763-43472826,chr1,43472763,43472826,H1|chr1:43421862-43421996,chr1,43421862,43421996,1,50901
H1|chr1:44022627-44022667,chr1,44022627,44022667,H1|chr1:43150232-43150342,chr1,43150232,43150342,1,872395
H1|chr1:44705658-44705753,chr1,44705658,44705753,H1|chr1:36024278-36024313,chr1,36024278,36024313,1,8681380
H1|chr1:44705659-44705753,chr1,44705659,44705753,H1|chr1:36024278-36024313,chr1,36024278,36024313,1,8681381
H1|chr1:44705659-44705748,chr1,44705659,44705748,H1|chr1:36024278-36024312,chr1,36024278,36024312,1,8681381
H1|chr1:44804532-44804600,chr1,44804532,44804600,H1|chr1:150266946-150267002,chr1,150266946,150267002,1,105462414
H1|chr1:44804533-44804600,chr1,44804533,44804600,H1|chr1:150266945-150267002,chr1,150266945,150267002,1,105462412
H1|chr1:44945394-44945491,chr1,44945394,44945491,H1|chr1:100597556-100597658,chr1,100597556,100597658,1,55652162
H1|chr1:44945394-44945458,chr1,44945394,44945458,H1|chr1:100597556-100597658,chr1,100597556,100597658,1,55652162
H1|chr1:44945443-44945491,chr1,44945443,44945491,H1|chr1:100597556-100597658,chr1,100597556,100597658,1,55652113
H1|chr1:44950815-44950840,chr1,44950815,44950840,H1|chr1:6547221-6547266,chr1,6547221,6547266,1,38403594
H1|chr1:44994866-44994969,chr1,44994866,44994969,H1|chr1:113496707-113496769,chr1,113496707,113496769,1,68501841
H1|chr1:44994866-44994948,chr1,44994866,44994948,H1|chr1:113496707-113496775,chr1,113496707,113496775,1,68501841
H1|chr1:44994866-44994898,chr1,44994866,44994898,H1|chr1:113496707-113496769,chr1,113496707,113496769,1,68501841
H1|chr1:45017479-45017561,chr1,45017479,45017561,H1|chr1:44818973-44819006,chr1,44818973,44819006,1,198506
H1|chr1:45017479-45017559,chr1,45017479,45017559,H1|chr1:44818973-44819006,chr1,44818973,44819006,1,198506
H1|chr1:45018056-45018138,chr1,45018056,45018138,H1|chr1:27666674-27666731,chr1,27666674,27666731,1,17351382
H1|chr1:45038281-45038344,chr1,45038281,45038344,H1|chr1:44819210-44819275,chr1,44819210,44819275,1,219071
