enhancer_name,enhancer_chrom,enhancer_start,enhancer_end,promoter_name,promoter_chrom,promoter_start,promoter_end,label,enhancer_distance_to_promoter
HepG2|chr1:28906323-28906405,chr1,28906323,28906405,HepG2|chr1:173836015-173836065,chr1,173836015,173836065,1,144929692
HepG2|chr1:28907468-28907566,chr1,28907468,28907566,HepG2|chr1:173836015-173836066,chr1,173836015,173836066,1,144928547
HepG2|chr1:28907470-28907566,chr1,28907470,28907566,HepG2|chr1:173836015-173836066,chr1,173836015,173836066,1,144928545
HepG2|chr1:28975188-28975238,chr1,28975188,28975238,HepG2|chr1:3447363-3447490,chr1,3447363,3447490,1,25527825
HepG2|chr1:28975215-28975238,chr1,28975215,28975238,HepG2|chr1:3447363-3447490,chr1,3447363,3447490,1,25527852
HepG2|chr1:29081606-29081756,chr1,29081606,29081756,HepG2|chr1:22262450-22262469,chr1,22262450,22262469,1,6819156
HepG2|chr1:29081678-29081809,chr1,29081678,29081809,HepG2|chr1:22262450-22262469,chr1,22262450,22262469,1,6819228
HepG2|chr1:31448346-31448445,chr1,31448346,31448445,HepG2|chr1:31539734-31539777,chr1,31539734,31539777,1,91388
HepG2|chr1:31448389-31448458,chr1,31448389,31448458,HepG2|chr1:31539734-31539777,chr1,31539734,31539777,1,91345
HepG2|chr1:31448392-31448458,chr1,31448392,31448458,HepG2|chr1:31539734-31539777,chr1,31539734,31539777,1,91342
HepG2|chr1:32785552-32785702,chr1,32785552,32785702,HepG2|chr1:31383174-31383204,chr1,31383174,31383204,1,1402378
HepG2|chr1:32785596-32785746,chr1,32785596,32785746,HepG2|chr1:31383170-31383204,chr1,31383170,31383204,1,1402426
HepG2|chr1:32785710-32785820,chr1,32785710,32785820,HepG2|chr1:31383170-31383203,chr1,31383170,31383203,1,1402540
HepG2|chr1:33190678-33190818,chr1,33190678,33190818,HepG2|chr1:33171343-33171466,chr1,33171343,33171466,1,19335
HepG2|chr1:33190678-33190808,chr1,33190678,33190808,HepG2|chr1:33171355-33171466,chr1,33171355,33171466,1,19323
HepG2|chr1:33190678-33190791,chr1,33190678,33190791,HepG2|chr1:33171400-33171466,chr1,33171400,33171466,1,19278
HepG2|chr1:33190678-33190772,chr1,33190678,33190772,HepG2|chr1:33170035-33170182,chr1,33170035,33170182,1,20643
HepG2|chr1:33190678-33190770,chr1,33190678,33190770,HepG2|chr1:33170116-33170180,chr1,33170116,33170180,1,20562
HepG2|chr1:33190678-33190765,chr1,33190678,33190765,HepG2|chr1:33171403-33171466,chr1,33171403,33171466,1,19275
HepG2|chr1:33190678-33190764,chr1,33190678,33190764,HepG2|chr1:33170116-33170180,chr1,33170116,33170180,1,20562
HepG2|chr1:33190678-33190761,chr1,33190678,33190761,HepG2|chr1:33171400-33171466,chr1,33171400,33171466,1,19278
HepG2|chr1:33190678-33190744,chr1,33190678,33190744,HepG2|chr1:33171977-33172061,chr1,33171977,33172061,1,18701
HepG2|chr1:33190678-33190740,chr1,33190678,33190740,HepG2|chr1:33170050-33170200,chr1,33170050,33170200,1,20628
HepG2|chr1:33190678-33190717,chr1,33190678,33190717,HepG2|chr1:33171355-33171466,chr1,33171355,33171466,1,19323
HepG2|chr1:33190678-33190715,chr1,33190678,33190715,HepG2|chr1:33170057-33170180,chr1,33170057,33170180,1,20621
HepG2|chr1:33190678-33190711,chr1,33190678,33190711,HepG2|chr1:33171928-33172064,chr1,33171928,33172064,1,18750
HepG2|chr1:33190678-33190705,chr1,33190678,33190705,HepG2|chr1:33171343-33171466,chr1,33171343,33171466,1,19335
HepG2|chr1:33190678-33190698,chr1,33190678,33190698,HepG2|chr1:33170071-33170180,chr1,33170071,33170180,1,20607
HepG2|chr1:33190693-33190841,chr1,33190693,33190841,HepG2|chr1:33171403-33171466,chr1,33171403,33171466,1,19290
HepG2|chr1:36702913-36703063,chr1,36702913,36703063,HepG2|chr1:28992994-28993050,chr1,28992994,28993050,1,7709919
HepG2|chr1:36702936-36703069,chr1,36702936,36703069,HepG2|chr1:28992994-28993050,chr1,28992994,28993050,1,7709942
HepG2|chr1:36702982-36703088,chr1,36702982,36703088,HepG2|chr1:28992994-28993052,chr1,28992994,28993052,1,7709988
HepG2|chr1:36702984-36703088,chr1,36702984,36703088,HepG2|chr1:28992994-28993050,chr1,28992994,28993050,1,7709990
HepG2|chr1:36841437-36841477,chr1,36841437,36841477,HepG2|chr1:36686019-36686091,chr1,36686019,36686091,1,155418
HepG2|chr1:36841437-36841474,chr1,36841437,36841474,HepG2|chr1:36686019-36686091,chr1,36686019,36686091,1,155418
HepG2|chr1:37986325-37986411,chr1,37986325,37986411,HepG2|chr1:37982301-37982365,chr1,37982301,37982365,1,4024
HepG2|chr1:37986325-37986406,chr1,37986325,37986406,HepG2|chr1:37982296-37982365,chr1,37982296,37982365,1,4029
HepG2|chr1:37986325-37986403,chr1,37986325,37986403,HepG2|chr1:37982293-37982365,chr1,37982293,37982365,1,4032
HepG2|chr1:39863211-39863340,chr1,39863211,39863340,HepG2|chr1:204042325-204042449,chr1,204042325,204042449,1,164179114
HepG2|chr1:39863314-39863340,chr1,39863314,39863340,HepG2|chr1:204042325-204042449,chr1,204042325,204042449,1,164179011
HepG2|chr1:39975960-39976110,chr1,39975960,39976110,HepG2|chr1:40241552-40241702,chr1,40241552,40241702,1,265592
HepG2|chr1:39975976-39976120,chr1,39975976,39976120,HepG2|chr1:40241541-40241691,chr1,40241541,40241691,1,265565
HepG2|chr1:39979304-39979451,chr1,39979304,39979451,HepG2|chr1:40238414-40238466,chr1,40238414,40238466,1,259110
HepG2|chr1:39979345-39979495,chr1,39979345,39979495,HepG2|chr1:40237903-40238050,chr1,40237903,40238050,1,258558
HepG2|chr1:39979370-39979517,chr1,39979370,39979517,HepG2|chr1:40237931-40238081,chr1,40237931,40238081,1,258561
HepG2|chr1:39979370-39979507,chr1,39979370,39979507,HepG2|chr1:40237931-40238081,chr1,40237931,40238081,1,258561
HepG2|chr1:39979382-39979532,chr1,39979382,39979532,HepG2|chr1:40237903-40238050,chr1,40237903,40238050,1,258521
HepG2|chr1:39980432-39980581,chr1,39980432,39980581,HepG2|chr1:40237084-40237234,chr1,40237084,40237234,1,256652
HepG2|chr1:39980437-39980568,chr1,39980437,39980568,HepG2|chr1:40236986-40237117,chr1,40236986,40237117,1,256549
HepG2|chr1:39980438-39980588,chr1,39980438,39980588,HepG2|chr1:40237007-40237154,chr1,40237007,40237154,1,256569
HepG2|chr1:39980444-39980594,chr1,39980444,39980594,HepG2|chr1:40237097-40237243,chr1,40237097,40237243,1,256653
HepG2|chr1:39980446-39980596,chr1,39980446,39980596,HepG2|chr1:40237007-40237154,chr1,40237007,40237154,1,256561
HepG2|chr1:45259102-45259202,chr1,45259102,45259202,HepG2|chr1:45255492-45255566,chr1,45255492,45255566,1,3610
HepG2|chr1:45259102-45259178,chr1,45259102,45259178,HepG2|chr1:45255492-45255566,chr1,45255492,45255566,1,3610
HepG2|chr1:47846578-47846657,chr1,47846578,47846657,HepG2|chr1:47875353-47875478,chr1,47875353,47875478,1,28775
HepG2|chr1:47846789-47846815,chr1,47846789,47846815,HepG2|chr1:47875353-47875426,chr1,47875353,47875426,1,28564
HepG2|chr1:52158225-52158327,chr1,52158225,52158327,HepG2|chr1:78149986-78150012,chr1,78149986,78150012,1,25991761
HepG2|chr1:52158225-52158321,chr1,52158225,52158321,HepG2|chr1:78149986-78150012,chr1,78149986,78150012,1,25991761
HepG2|chr1:52158225-52158317,chr1,52158225,52158317,HepG2|chr1:78149986-78150012,chr1,78149986,78150012,1,25991761
HepG2|chr1:54816672-54816809,chr1,54816672,54816809,HepG2|chr1:70669737-70669760,chr1,70669737,70669760,1,15853065
HepG2|chr1:54816672-54816799,chr1,54816672,54816799,HepG2|chr1:70669737-70669760,chr1,70669737,70669760,1,15853065
HepG2|chr1:59812676-59812785,chr1,59812676,59812785,HepG2|chr1:100805718-100805865,chr1,100805718,100805865,1,40993042
HepG2|chr1:59812676-59812768,chr1,59812676,59812768,HepG2|chr1:100805718-100805865,chr1,100805718,100805865,1,40993042
HepG2|chr1:59812681-59812774,chr1,59812681,59812774,HepG2|chr1:100805718-100805865,chr1,100805718,100805865,1,40993037
HepG2|chr1:61592245-61592368,chr1,61592245,61592368,HepG2|chr1:208429975-208429992,chr1,208429975,208429992,1,146837730
HepG2|chr1:63193779-63193873,chr1,63193779,63193873,HepG2|chr1:63156650-63156800,chr1,63156650,63156800,1,37129
HepG2|chr1:63196668-63196783,chr1,63196668,63196783,HepG2|chr1:63154356-63154395,chr1,63154356,63154395,1,42312
HepG2|chr1:63196668-63196776,chr1,63196668,63196776,HepG2|chr1:63154356-63154395,chr1,63154356,63154395,1,42312
HepG2|chr1:63196668-63196775,chr1,63196668,63196775,HepG2|chr1:63154356-63154395,chr1,63154356,63154395,1,42312
HepG2|chr1:67527016-67527134,chr1,67527016,67527134,HepG2|chr1:67520773-67520846,chr1,67520773,67520846,1,6243
HepG2|chr1:85956756-85956906,chr1,85956756,85956906,HepG2|chr1:86043986-86044033,chr1,86043986,86044033,1,87230
HepG2|chr1:85956823-85956926,chr1,85956823,85956926,HepG2|chr1:86043986-86044033,chr1,86043986,86044033,1,87163
HepG2|chr1:85956824-85956926,chr1,85956824,85956926,HepG2|chr1:86043986-86044033,chr1,86043986,86044033,1,87162
HepG2|chr1:89500476-89500512,chr1,89500476,89500512,HepG2|chr1:89488300-89488389,chr1,89488300,89488389,1,12176
HepG2|chr1:92284194-92284216,chr1,92284194,92284216,HepG2|chr1:152008220-152008370,chr1,152008220,152008370,1,59724026
HepG2|chr1:93249740-93249794,chr1,93249740,93249794,HepG2|chr1:148556876-148556965,chr1,148556876,148556965,1,55307136
HepG2|chr1:93249740-93249776,chr1,93249740,93249776,HepG2|chr1:148556876-148556958,chr1,148556876,148556958,1,55307136
HepG2|chr1:93249740-93249767,chr1,93249740,93249767,HepG2|chr1:148556876-148556962,chr1,148556876,148556962,1,55307136
HepG2|chr1:93249747-93249776,chr1,93249747,93249776,HepG2|chr1:148556876-148556958,chr1,148556876,148556958,1,55307129
HepG2|chr1:93249747-93249767,chr1,93249747,93249767,HepG2|chr1:148556876-148556962,chr1,148556876,148556962,1,55307129
HepG2|chr1:93249747-93249765,chr1,93249747,93249765,HepG2|chr1:148556910-148557060,chr1,148556910,148557060,1,55307163
HepG2|chr1:93250362-93250386,chr1,93250362,93250386,HepG2|chr1:148556690-148556810,chr1,148556690,148556810,1,55306328
HepG2|chr1:93250362-93250384,chr1,93250362,93250384,HepG2|chr1:148556690-148556797,chr1,148556690,148556797,1,55306328
HepG2|chr1:93250362-93250383,chr1,93250362,93250383,HepG2|chr1:148556690-148556716,chr1,148556690,148556716,1,55306328
HepG2|chr1:109642825-109642900,chr1,109642825,109642900,HepG2|chr1:220443804-220443954,chr1,220443804,220443954,1,110800979
HepG2|chr1:109642953-109642990,chr1,109642953,109642990,HepG2|chr1:179197937-179198050,chr1,179197937,179198050,1,69554984
HepG2|chr1:109642956-109643052,chr1,109642956,109643052,HepG2|chr1:179197937-179198050,chr1,179197937,179198050,1,69554981
HepG2|chr1:109843492-109843580,chr1,109843492,109843580,HepG2|chr1:109851507-109851569,chr1,109851507,109851569,1,8015
HepG2|chr1:109843492-109843579,chr1,109843492,109843579,HepG2|chr1:109851507-109851569,chr1,109851507,109851569,1,8015
HepG2|chr1:109843496-109843643,chr1,109843496,109843643,HepG2|chr1:109851507-109851569,chr1,109851507,109851569,1,8011
HepG2|chr1:110892849-110892939,chr1,110892849,110892939,HepG2|chr1:155108716-155108772,chr1,155108716,155108772,1,44215867
HepG2|chr1:120170345-120170439,chr1,120170345,120170439,HepG2|chr1:120190693-120190749,chr1,120190693,120190749,1,20348
HepG2|chr1:120170355-120170444,chr1,120170355,120170444,HepG2|chr1:120190693-120190752,chr1,120190693,120190752,1,20338
HepG2|chr1:120170358-120170444,chr1,120170358,120170444,HepG2|chr1:120190693-120190752,chr1,120190693,120190752,1,20335
HepG2|chr1:120170378-120170444,chr1,120170378,120170444,HepG2|chr1:120190693-120190774,chr1,120190693,120190774,1,20315
HepG2|chr1:120180287-120180437,chr1,120180287,120180437,HepG2|chr1:120190693-120190764,chr1,120190693,120190764,1,10406
HepG2|chr1:120180375-120180440,chr1,120180375,120180440,HepG2|chr1:120190693-120190823,chr1,120190693,120190823,1,10318
HepG2|chr1:120180379-120180440,chr1,120180379,120180440,HepG2|chr1:120190751-120190897,chr1,120190751,120190897,1,10372
HepG2|chr1:120180380-120180440,chr1,120180380,120180440,HepG2|chr1:120190693-120190802,chr1,120190693,120190802,1,10313
HepG2|chr1:120180389-120180440,chr1,120180389,120180440,HepG2|chr1:120190693-120190815,chr1,120190693,120190815,1,10304
HepG2|chr1:120180399-120180440,chr1,120180399,120180440,HepG2|chr1:120190693-120190802,chr1,120190693,120190802,1,10294
HepG2|chr1:120180412-120180440,chr1,120180412,120180440,HepG2|chr1:120190693-120190815,chr1,120190693,120190815,1,10281
HepG2|chr1:120764778-120764886,chr1,120764778,120764886,HepG2|chr1:8762439-8762459,chr1,8762439,8762459,1,112002339
HepG2|chr1:144592661-144592704,chr1,144592661,144592704,HepG2|chr1:148556691-148556777,chr1,148556691,148556777,1,3964030
HepG2|chr1:144593633-144593721,chr1,144593633,144593721,HepG2|chr1:148555829-148555979,chr1,148555829,148555979,1,3962196
HepG2|chr1:144593643-144593721,chr1,144593643,144593721,HepG2|chr1:148555857-148556007,chr1,148555857,148556007,1,3962214
HepG2|chr1:144593651-144593721,chr1,144593651,144593721,HepG2|chr1:148555862-148556009,chr1,148555862,148556009,1,3962211
HepG2|chr1:144593696-144593721,chr1,144593696,144593721,HepG2|chr1:148555829-148555979,chr1,148555829,148555979,1,3962133
HepG2|chr1:144593698-144593721,chr1,144593698,144593721,HepG2|chr1:148556134-148556180,chr1,148556134,148556180,1,3962436
HepG2|chr1:144593706-144593853,chr1,144593706,144593853,HepG2|chr1:148556090-148556240,chr1,148556090,148556240,1,3962384
HepG2|chr1:144593721-144593871,chr1,144593721,144593871,HepG2|chr1:148556132-148556180,chr1,148556132,148556180,1,3962411
HepG2|chr1:144593721-144593870,chr1,144593721,144593870,HepG2|chr1:148556135-148556180,chr1,148556135,148556180,1,3962414
HepG2|chr1:144593721-144593866,chr1,144593721,144593866,HepG2|chr1:148556133-148556180,chr1,148556133,148556180,1,3962412
HepG2|chr1:144593721-144593863,chr1,144593721,144593863,HepG2|chr1:148556130-148556180,chr1,148556130,148556180,1,3962409
HepG2|chr1:144593721-144593861,chr1,144593721,144593861,HepG2|chr1:148555903-148556027,chr1,148555903,148556027,1,3962182
HepG2|chr1:144593721-144593860,chr1,144593721,144593860,HepG2|chr1:148556180-148556314,chr1,148556180,148556314,1,3962459
HepG2|chr1:144593721-144593856,chr1,144593721,144593856,HepG2|chr1:148556147-148556180,chr1,148556147,148556180,1,3962426
HepG2|chr1:144593721-144593855,chr1,144593721,144593855,HepG2|chr1:148556135-148556180,chr1,148556135,148556180,1,3962414
HepG2|chr1:144593721-144593854,chr1,144593721,144593854,HepG2|chr1:148556130-148556180,chr1,148556130,148556180,1,3962409
HepG2|chr1:144593721-144593848,chr1,144593721,144593848,HepG2|chr1:148556134-148556180,chr1,148556134,148556180,1,3962413
HepG2|chr1:144593721-144593838,chr1,144593721,144593838,HepG2|chr1:148556214-148556357,chr1,148556214,148556357,1,3962493
HepG2|chr1:144593721-144593836,chr1,144593721,144593836,HepG2|chr1:148556143-148556180,chr1,148556143,148556180,1,3962422
HepG2|chr1:144593721-144593831,chr1,144593721,144593831,HepG2|chr1:148555906-148556027,chr1,148555906,148556027,1,3962185
HepG2|chr1:144593721-144593819,chr1,144593721,144593819,HepG2|chr1:148556180-148556314,chr1,148556180,148556314,1,3962459
HepG2|chr1:144593721-144593810,chr1,144593721,144593810,HepG2|chr1:148556180-148556325,chr1,148556180,148556325,1,3962459
HepG2|chr1:144593721-144593803,chr1,144593721,144593803,HepG2|chr1:148556135-148556180,chr1,148556135,148556180,1,3962414
HepG2|chr1:144593722-144593872,chr1,144593722,144593872,HepG2|chr1:148556141-148556180,chr1,148556141,148556180,1,3962419
HepG2|chr1:144593723-144593873,chr1,144593723,144593873,HepG2|chr1:148556140-148556180,chr1,148556140,148556180,1,3962417
HepG2|chr1:144593723-144593836,chr1,144593723,144593836,HepG2|chr1:148556154-148556180,chr1,148556154,148556180,1,3962431
HepG2|chr1:144593725-144593875,chr1,144593725,144593875,HepG2|chr1:148556122-148556180,chr1,148556122,148556180,1,3962397
HepG2|chr1:144593726-144593875,chr1,144593726,144593875,HepG2|chr1:148556134-148556180,chr1,148556134,148556180,1,3962408
HepG2|chr1:144593728-144593875,chr1,144593728,144593875,HepG2|chr1:148556691-148556710,chr1,148556691,148556710,1,3962963
HepG2|chr1:144593729-144593765,chr1,144593729,144593765,HepG2|chr1:148556132-148556180,chr1,148556132,148556180,1,3962403
HepG2|chr1:144593734-144593875,chr1,144593734,144593875,HepG2|chr1:148556201-148556351,chr1,148556201,148556351,1,3962467
HepG2|chr1:144593737-144593875,chr1,144593737,144593875,HepG2|chr1:148556123-148556180,chr1,148556123,148556180,1,3962386
HepG2|chr1:144593737-144593836,chr1,144593737,144593836,HepG2|chr1:148556180-148556314,chr1,148556180,148556314,1,3962443
HepG2|chr1:144593739-144593875,chr1,144593739,144593875,HepG2|chr1:148556180-148556330,chr1,148556180,148556330,1,3962441
HepG2|chr1:144593739-144593836,chr1,144593739,144593836,HepG2|chr1:148556143-148556180,chr1,148556143,148556180,1,3962404
HepG2|chr1:144593740-144593875,chr1,144593740,144593875,HepG2|chr1:148556217-148556367,chr1,148556217,148556367,1,3962477
HepG2|chr1:144593740-144593836,chr1,144593740,144593836,HepG2|chr1:148556180-148556316,chr1,148556180,148556316,1,3962440
HepG2|chr1:144593741-144593875,chr1,144593741,144593875,HepG2|chr1:148556130-148556180,chr1,148556130,148556180,1,3962389
HepG2|chr1:144593743-144593836,chr1,144593743,144593836,HepG2|chr1:148556691-148556777,chr1,148556691,148556777,1,3962948
HepG2|chr1:144593744-144593875,chr1,144593744,144593875,HepG2|chr1:148556133-148556180,chr1,148556133,148556180,1,3962389
HepG2|chr1:144593744-144593836,chr1,144593744,144593836,HepG2|chr1:148556144-148556180,chr1,148556144,148556180,1,3962400
HepG2|chr1:144593747-144593875,chr1,144593747,144593875,HepG2|chr1:148556130-148556180,chr1,148556130,148556180,1,3962383
HepG2|chr1:144593749-144593836,chr1,144593749,144593836,HepG2|chr1:148556153-148556180,chr1,148556153,148556180,1,3962404
HepG2|chr1:144593749-144593819,chr1,144593749,144593819,HepG2|chr1:148556204-148556354,chr1,148556204,148556354,1,3962455
HepG2|chr1:144593749-144593818,chr1,144593749,144593818,HepG2|chr1:148556208-148556354,chr1,148556208,148556354,1,3962459
HepG2|chr1:144593752-144593836,chr1,144593752,144593836,HepG2|chr1:148556209-148556359,chr1,148556209,148556359,1,3962457
HepG2|chr1:144593754-144593836,chr1,144593754,144593836,HepG2|chr1:148556143-148556180,chr1,148556143,148556180,1,3962389
HepG2|chr1:144593755-144593873,chr1,144593755,144593873,HepG2|chr1:148556061-148556120,chr1,148556061,148556120,1,3962306
HepG2|chr1:144593755-144593836,chr1,144593755,144593836,HepG2|chr1:148556191-148556341,chr1,148556191,148556341,1,3962436
HepG2|chr1:144593757-144593836,chr1,144593757,144593836,HepG2|chr1:148556691-148556738,chr1,148556691,148556738,1,3962934
HepG2|chr1:144593761-144593874,chr1,144593761,144593874,HepG2|chr1:148556133-148556180,chr1,148556133,148556180,1,3962372
HepG2|chr1:144593761-144593836,chr1,144593761,144593836,HepG2|chr1:148556691-148556783,chr1,148556691,148556783,1,3962930
HepG2|chr1:144593763-144593874,chr1,144593763,144593874,HepG2|chr1:148556133-148556180,chr1,148556133,148556180,1,3962370
HepG2|chr1:144593766-144593874,chr1,144593766,144593874,HepG2|chr1:148556153-148556180,chr1,148556153,148556180,1,3962387
HepG2|chr1:144593767-144593874,chr1,144593767,144593874,HepG2|chr1:148556132-148556180,chr1,148556132,148556180,1,3962365
HepG2|chr1:144593772-144593875,chr1,144593772,144593875,HepG2|chr1:148556134-148556180,chr1,148556134,148556180,1,3962362
HepG2|chr1:144593772-144593874,chr1,144593772,144593874,HepG2|chr1:148556130-148556180,chr1,148556130,148556180,1,3962358
HepG2|chr1:144593774-144593874,chr1,144593774,144593874,HepG2|chr1:148556691-148556711,chr1,148556691,148556711,1,3962917
