enhancer_name,enhancer_chrom,enhancer_start,enhancer_end,promoter_name,promoter_chrom,promoter_start,promoter_end,label,enhancer_distance_to_promoter
IMR90|chr1:9259375-9259428,chr1,9259375,9259428,IMR90|chr1:9296188-9296254,chr1,9296188,9296254,1,36813
IMR90|chr1:9758338-9758441,chr1,9758338,9758441,IMR90|chr1:8083490-8083537,chr1,8083490,8083537,1,1674848
IMR90|chr1:9758339-9758436,chr1,9758339,9758436,IMR90|chr1:8083490-8083537,chr1,8083490,8083537,1,1674849
IMR90|chr1:9763008-9763073,chr1,9763008,9763073,IMR90|chr1:78472831-78472901,chr1,78472831,78472901,1,68709823
IMR90|chr1:9763008-9763068,chr1,9763008,9763068,IMR90|chr1:78472831-78472901,chr1,78472831,78472901,1,68709823
IMR90|chr1:9944222-9944307,chr1,9944222,9944307,IMR90|chr1:156085784-156085817,chr1,156085784,156085817,1,146141562
IMR90|chr1:9944222-9944304,chr1,9944222,9944304,IMR90|chr1:156085784-156085817,chr1,156085784,156085817,1,146141562
IMR90|chr1:11213870-11213946,chr1,11213870,11213946,IMR90|chr1:36027532-36027582,chr1,36027532,36027582,1,24813662
IMR90|chr1:15744677-15744795,chr1,15744677,15744795,IMR90|chr1:112302487-112302617,chr1,112302487,112302617,1,96557810
IMR90|chr1:15744697-15744795,chr1,15744697,15744795,IMR90|chr1:112302467-112302595,chr1,112302467,112302595,1,96557770
IMR90|chr1:15744748-15744795,chr1,15744748,15744795,IMR90|chr1:112302467-112302595,chr1,112302467,112302595,1,96557719
IMR90|chr1:15744751-15744817,chr1,15744751,15744817,IMR90|chr1:112302480-112302618,chr1,112302480,112302618,1,96557729
IMR90|chr1:15744761-15744817,chr1,15744761,15744817,IMR90|chr1:112302467-112302595,chr1,112302467,112302595,1,96557706
IMR90|chr1:15744770-15744801,chr1,15744770,15744801,IMR90|chr1:112302470-112302618,chr1,112302470,112302618,1,96557700
IMR90|chr1:15744782-15744819,chr1,15744782,15744819,IMR90|chr1:112302465-112302595,chr1,112302465,112302595,1,96557683
IMR90|chr1:15748803-15748953,chr1,15748803,15748953,IMR90|chr1:19811544-19811577,chr1,19811544,19811577,1,4062741
IMR90|chr1:15748803-15748894,chr1,15748803,15748894,IMR90|chr1:19811544-19811577,chr1,19811544,19811577,1,4062741
IMR90|chr1:15748886-15749003,chr1,15748886,15749003,IMR90|chr1:19811544-19811577,chr1,19811544,19811577,1,4062658
IMR90|chr1:16285871-16285946,chr1,16285871,16285946,IMR90|chr1:1820471-1820522,chr1,1820471,1820522,1,14465400
IMR90|chr1:16285876-16285946,chr1,16285876,16285946,IMR90|chr1:1820471-1820522,chr1,1820471,1820522,1,14465405
IMR90|chr1:16492150-16492219,chr1,16492150,16492219,IMR90|chr1:16483819-16483907,chr1,16483819,16483907,1,8331
IMR90|chr1:16492150-16492212,chr1,16492150,16492212,IMR90|chr1:16483819-16483907,chr1,16483819,16483907,1,8331
IMR90|chr1:16498662-16498802,chr1,16498662,16498802,IMR90|chr1:16485516-16485545,chr1,16485516,16485545,1,13146
IMR90|chr1:16498662-16498769,chr1,16498662,16498769,IMR90|chr1:16485516-16485545,chr1,16485516,16485545,1,13146
IMR90|chr1:16587225-16587263,chr1,16587225,16587263,IMR90|chr1:16479875-16479973,chr1,16479875,16479973,1,107350
IMR90|chr1:16702158-16702213,chr1,16702158,16702213,IMR90|chr1:16302213-16302286,chr1,16302213,16302286,1,399945
IMR90|chr1:16708129-16708199,chr1,16708129,16708199,IMR90|chr1:12041831-12041911,chr1,12041831,12041911,1,4666298
IMR90|chr1:16708129-16708189,chr1,16708129,16708189,IMR90|chr1:12041821-12041911,chr1,12041821,12041911,1,4666308
IMR90|chr1:16840582-16840653,chr1,16840582,16840653,IMR90|chr1:8936920-8937010,chr1,8936920,8937010,1,7903662
IMR90|chr1:19262852-19262968,chr1,19262852,19262968,IMR90|chr1:12037941-12037960,chr1,12037941,12037960,1,7224911
IMR90|chr1:19262853-19262968,chr1,19262853,19262968,IMR90|chr1:12037941-12037960,chr1,12037941,12037960,1,7224912
IMR90|chr1:19530088-19530165,chr1,19530088,19530165,IMR90|chr1:8938147-8938208,chr1,8938147,8938208,1,10591941
IMR90|chr1:19719449-19719529,chr1,19719449,19719529,IMR90|chr1:19814850-19814881,chr1,19814850,19814881,1,95401
IMR90|chr1:19726373-19726467,chr1,19726373,19726467,IMR90|chr1:64240364-64240433,chr1,64240364,64240433,1,44513991
IMR90|chr1:19726389-19726467,chr1,19726389,19726467,IMR90|chr1:64240364-64240433,chr1,64240364,64240433,1,44513975
IMR90|chr1:19788719-19788869,chr1,19788719,19788869,IMR90|chr1:19813989-19814048,chr1,19813989,19814048,1,25270
IMR90|chr1:19788787-19788874,chr1,19788787,19788874,IMR90|chr1:19813989-19814048,chr1,19813989,19814048,1,25202
IMR90|chr1:21340936-21341075,chr1,21340936,21341075,IMR90|chr1:43422850-43422882,chr1,43422850,43422882,1,22081914
IMR90|chr1:21341002-21341062,chr1,21341002,21341062,IMR90|chr1:43422847-43422882,chr1,43422847,43422882,1,22081845
IMR90|chr1:21395440-21395492,chr1,21395440,21395492,IMR90|chr1:2118077-2118142,chr1,2118077,2118142,1,19277363
IMR90|chr1:21631387-21631436,chr1,21631387,21631436,IMR90|chr1:16570495-16570573,chr1,16570495,16570573,1,5060892
IMR90|chr1:21631388-21631436,chr1,21631388,21631436,IMR90|chr1:16570495-16570573,chr1,16570495,16570573,1,5060893
IMR90|chr1:21631389-21631436,chr1,21631389,21631436,IMR90|chr1:16570495-16570573,chr1,16570495,16570573,1,5060894
IMR90|chr1:22247086-22247159,chr1,22247086,22247159,IMR90|chr1:22382044-22382121,chr1,22382044,22382121,1,134958
IMR90|chr1:22247086-22247158,chr1,22247086,22247158,IMR90|chr1:22382044-22382121,chr1,22382044,22382121,1,134958
IMR90|chr1:23068358-23068476,chr1,23068358,23068476,IMR90|chr1:1711936-1711957,chr1,1711936,1711957,1,21356422
IMR90|chr1:23079306-23079428,chr1,23079306,23079428,IMR90|chr1:156089263-156089359,chr1,156089263,156089359,1,133009957
IMR90|chr1:23079306-23079360,chr1,23079306,23079360,IMR90|chr1:156089263-156089359,chr1,156089263,156089359,1,133009957
IMR90|chr1:23079306-23079341,chr1,23079306,23079341,IMR90|chr1:156089263-156089359,chr1,156089263,156089359,1,133009957
IMR90|chr1:23607562-23607624,chr1,23607562,23607624,IMR90|chr1:154958258-154958346,chr1,154958258,154958346,1,131350696
IMR90|chr1:23653169-23653268,chr1,23653169,23653268,IMR90|chr1:15481761-15481812,chr1,15481761,15481812,1,8171408
IMR90|chr1:23653173-23653269,chr1,23653173,23653269,IMR90|chr1:15481761-15481812,chr1,15481761,15481812,1,8171412
IMR90|chr1:23653173-23653268,chr1,23653173,23653268,IMR90|chr1:15481761-15481812,chr1,15481761,15481812,1,8171412
IMR90|chr1:24049697-24049777,chr1,24049697,24049777,IMR90|chr1:24066936-24067026,chr1,24066936,24067026,1,17239
IMR90|chr1:24049916-24049981,chr1,24049916,24049981,IMR90|chr1:24066677-24066725,chr1,24066677,24066725,1,16761
IMR90|chr1:24050655-24050710,chr1,24050655,24050710,IMR90|chr1:24065100-24065195,chr1,24065100,24065195,1,14445
IMR90|chr1:24051042-24051097,chr1,24051042,24051097,IMR90|chr1:24071154-24071201,chr1,24071154,24071201,1,20112
IMR90|chr1:24051042-24051063,chr1,24051042,24051063,IMR90|chr1:24071154-24071201,chr1,24071154,24071201,1,20112
IMR90|chr1:24051699-24051738,chr1,24051699,24051738,IMR90|chr1:24068069-24068219,chr1,24068069,24068219,1,16370
IMR90|chr1:24051886-24051991,chr1,24051886,24051991,IMR90|chr1:24067913-24068063,chr1,24067913,24068063,1,16027
IMR90|chr1:24055087-24055142,chr1,24055087,24055142,IMR90|chr1:24066174-24066269,chr1,24066174,24066269,1,11087
IMR90|chr1:24055669-24055722,chr1,24055669,24055722,IMR90|chr1:24067821-24067952,chr1,24067821,24067952,1,12152
IMR90|chr1:24055999-24056102,chr1,24055999,24056102,IMR90|chr1:24065933-24065972,chr1,24065933,24065972,1,9934
IMR90|chr1:24055999-24056053,chr1,24055999,24056053,IMR90|chr1:24065933-24065972,chr1,24065933,24065972,1,9934
IMR90|chr1:24057156-24057203,chr1,24057156,24057203,IMR90|chr1:24067634-24067735,chr1,24067634,24067735,1,10478
IMR90|chr1:24057235-24057379,chr1,24057235,24057379,IMR90|chr1:24066527-24066564,chr1,24066527,24066564,1,9292
IMR90|chr1:24057235-24057345,chr1,24057235,24057345,IMR90|chr1:24066527-24066564,chr1,24066527,24066564,1,9292
IMR90|chr1:24058562-24058637,chr1,24058562,24058637,IMR90|chr1:24064903-24065053,chr1,24064903,24065053,1,6341
IMR90|chr1:25033998-25034130,chr1,25033998,25034130,IMR90|chr1:45310665-45310683,chr1,45310665,45310683,1,20276667
IMR90|chr1:25033998-25034129,chr1,25033998,25034129,IMR90|chr1:45310665-45310683,chr1,45310665,45310683,1,20276667
IMR90|chr1:25034000-25034128,chr1,25034000,25034128,IMR90|chr1:45310665-45310683,chr1,45310665,45310683,1,20276665
IMR90|chr1:25034069-25034126,chr1,25034069,25034126,IMR90|chr1:45310665-45310683,chr1,45310665,45310683,1,20276596
IMR90|chr1:25060300-25060371,chr1,25060300,25060371,IMR90|chr1:25074776-25074827,chr1,25074776,25074827,1,14476
IMR90|chr1:25060300-25060367,chr1,25060300,25060367,IMR90|chr1:25074776-25074827,chr1,25074776,25074827,1,14476
IMR90|chr1:25061517-25061600,chr1,25061517,25061600,IMR90|chr1:25068789-25068844,chr1,25068789,25068844,1,7272
IMR90|chr1:25080429-25080448,chr1,25080429,25080448,IMR90|chr1:27321695-27321733,chr1,27321695,27321733,1,2241266
IMR90|chr1:25081081-25081160,chr1,25081081,25081160,IMR90|chr1:24968881-24968952,chr1,24968881,24968952,1,112200
IMR90|chr1:25085730-25085765,chr1,25085730,25085765,IMR90|chr1:27323713-27323806,chr1,27323713,27323806,1,2237983
IMR90|chr1:25085731-25085765,chr1,25085731,25085765,IMR90|chr1:27323713-27323806,chr1,27323713,27323806,1,2237982
IMR90|chr1:25095303-25095386,chr1,25095303,25095386,IMR90|chr1:27323912-27324052,chr1,27323912,27324052,1,2228609
IMR90|chr1:25098525-25098614,chr1,25098525,25098614,IMR90|chr1:32480973-32481056,chr1,32480973,32481056,1,7382448
IMR90|chr1:25098525-25098585,chr1,25098525,25098585,IMR90|chr1:32480973-32481055,chr1,32480973,32481055,1,7382448
IMR90|chr1:25098526-25098571,chr1,25098526,25098571,IMR90|chr1:32480973-32481056,chr1,32480973,32481056,1,7382447
IMR90|chr1:25101800-25101836,chr1,25101800,25101836,IMR90|chr1:24972816-24972942,chr1,24972816,24972942,1,128984
IMR90|chr1:25101800-25101824,chr1,25101800,25101824,IMR90|chr1:24972816-24972942,chr1,24972816,24972942,1,128984
IMR90|chr1:25101800-25101822,chr1,25101800,25101822,IMR90|chr1:24972816-24972942,chr1,24972816,24972942,1,128984
IMR90|chr1:25125598-25125748,chr1,25125598,25125748,IMR90|chr1:24970815-24970843,chr1,24970815,24970843,1,154783
IMR90|chr1:25128340-25128422,chr1,25128340,25128422,IMR90|chr1:223901130-223901223,chr1,223901130,223901223,1,198772790
IMR90|chr1:25128373-25128422,chr1,25128373,25128422,IMR90|chr1:223901130-223901223,chr1,223901130,223901223,1,198772757
IMR90|chr1:25566023-25566070,chr1,25566023,25566070,IMR90|chr1:25563127-25563169,chr1,25563127,25563169,1,2896
IMR90|chr1:25566462-25566604,chr1,25566462,25566604,IMR90|chr1:25561485-25561513,chr1,25561485,25561513,1,4977
IMR90|chr1:25566468-25566590,chr1,25566468,25566590,IMR90|chr1:25561485-25561513,chr1,25561485,25561513,1,4983
IMR90|chr1:27027899-27027919,chr1,27027899,27027919,IMR90|chr1:42800126-42800256,chr1,42800126,42800256,1,15772227
IMR90|chr1:27027900-27027925,chr1,27027900,27027925,IMR90|chr1:42800126-42800256,chr1,42800126,42800256,1,15772226
IMR90|chr1:27041925-27042009,chr1,27041925,27042009,IMR90|chr1:42799717-42799734,chr1,42799717,42799734,1,15757792
IMR90|chr1:27042652-27042707,chr1,27042652,27042707,IMR90|chr1:203832414-203832483,chr1,203832414,203832483,1,176789762
IMR90|chr1:27042792-27042868,chr1,27042792,27042868,IMR90|chr1:85724919-85724954,chr1,85724919,85724954,1,58682127
IMR90|chr1:27042792-27042866,chr1,27042792,27042866,IMR90|chr1:85724919-85724954,chr1,85724919,85724954,1,58682127
IMR90|chr1:27048820-27048873,chr1,27048820,27048873,IMR90|chr1:27323706-27323778,chr1,27323706,27323778,1,274886
IMR90|chr1:27048984-27049037,chr1,27048984,27049037,IMR90|chr1:27323540-27323619,chr1,27323540,27323619,1,274556
IMR90|chr1:27063003-27063116,chr1,27063003,27063116,IMR90|chr1:156714265-156714302,chr1,156714265,156714302,1,129651262
IMR90|chr1:27327400-27327498,chr1,27327400,27327498,IMR90|chr1:27323337-27323389,chr1,27323337,27323389,1,4063
IMR90|chr1:27327423-27327501,chr1,27327423,27327501,IMR90|chr1:27324285-27324337,chr1,27324285,27324337,1,3138
IMR90|chr1:27327423-27327500,chr1,27327423,27327500,IMR90|chr1:27324285-27324337,chr1,27324285,27324337,1,3138
IMR90|chr1:27327441-27327479,chr1,27327441,27327479,IMR90|chr1:27321347-27321392,chr1,27321347,27321392,1,6094
IMR90|chr1:27327572-27327617,chr1,27327572,27327617,IMR90|chr1:27322903-27322930,chr1,27322903,27322930,1,4669
IMR90|chr1:27327606-27327713,chr1,27327606,27327713,IMR90|chr1:27322312-27322394,chr1,27322312,27322394,1,5294
IMR90|chr1:27327606-27327674,chr1,27327606,27327674,IMR90|chr1:27322312-27322394,chr1,27322312,27322394,1,5294
IMR90|chr1:27327609-27327724,chr1,27327609,27327724,IMR90|chr1:27322196-27322275,chr1,27322196,27322275,1,5413
IMR90|chr1:27327616-27327706,chr1,27327616,27327706,IMR90|chr1:27324368-27324398,chr1,27324368,27324398,1,3248
IMR90|chr1:27327693-27327785,chr1,27327693,27327785,IMR90|chr1:27322971-27322990,chr1,27322971,27322990,1,4722
IMR90|chr1:27327701-27327745,chr1,27327701,27327745,IMR90|chr1:27322379-27322431,chr1,27322379,27322431,1,5322
IMR90|chr1:27327702-27327745,chr1,27327702,27327745,IMR90|chr1:27321519-27321553,chr1,27321519,27321553,1,6183
IMR90|chr1:27327731-27327848,chr1,27327731,27327848,IMR90|chr1:27323942-27323975,chr1,27323942,27323975,1,3789
IMR90|chr1:27327731-27327819,chr1,27327731,27327819,IMR90|chr1:27323936-27323975,chr1,27323936,27323975,1,3795
IMR90|chr1:27327961-27328007,chr1,27327961,27328007,IMR90|chr1:27323730-27323795,chr1,27323730,27323795,1,4231
IMR90|chr1:27327966-27328029,chr1,27327966,27328029,IMR90|chr1:27322713-27322775,chr1,27322713,27322775,1,5253
IMR90|chr1:27327997-27328035,chr1,27327997,27328035,IMR90|chr1:27322133-27322242,chr1,27322133,27322242,1,5864
IMR90|chr1:27328030-27328098,chr1,27328030,27328098,IMR90|chr1:27322348-27322427,chr1,27322348,27322427,1,5682
IMR90|chr1:27328036-27328182,chr1,27328036,27328182,IMR90|chr1:27322348-27322427,chr1,27322348,27322427,1,5688
IMR90|chr1:27328037-27328100,chr1,27328037,27328100,IMR90|chr1:27323379-27323427,chr1,27323379,27323427,1,4658
IMR90|chr1:27328054-27328192,chr1,27328054,27328192,IMR90|chr1:27323962-27324002,chr1,27323962,27324002,1,4092
IMR90|chr1:27328076-27328178,chr1,27328076,27328178,IMR90|chr1:27322294-27322382,chr1,27322294,27322382,1,5782
IMR90|chr1:27328076-27328138,chr1,27328076,27328138,IMR90|chr1:27322294-27322382,chr1,27322294,27322382,1,5782
IMR90|chr1:27328126-27328196,chr1,27328126,27328196,IMR90|chr1:27321204-27321224,chr1,27321204,27321224,1,6922
IMR90|chr1:27328126-27328193,chr1,27328126,27328193,IMR90|chr1:27321204-27321224,chr1,27321204,27321224,1,6922
IMR90|chr1:27328130-27328240,chr1,27328130,27328240,IMR90|chr1:27323962-27324002,chr1,27323962,27324002,1,4168
IMR90|chr1:27328157-27328198,chr1,27328157,27328198,IMR90|chr1:27321825-27321925,chr1,27321825,27321925,1,6332
IMR90|chr1:27328157-27328196,chr1,27328157,27328196,IMR90|chr1:27321825-27321925,chr1,27321825,27321925,1,6332
IMR90|chr1:27328250-27328309,chr1,27328250,27328309,IMR90|chr1:27323235-27323299,chr1,27323235,27323299,1,5015
IMR90|chr1:27328250-27328308,chr1,27328250,27328308,IMR90|chr1:27323235-27323322,chr1,27323235,27323322,1,5015
IMR90|chr1:27328259-27328344,chr1,27328259,27328344,IMR90|chr1:27321289-27321398,chr1,27321289,27321398,1,6970
IMR90|chr1:27328259-27328297,chr1,27328259,27328297,IMR90|chr1:27321289-27321398,chr1,27321289,27321398,1,6970
IMR90|chr1:27328260-27328309,chr1,27328260,27328309,IMR90|chr1:27323235-27323321,chr1,27323235,27323321,1,5025
IMR90|chr1:27328266-27328369,chr1,27328266,27328369,IMR90|chr1:27324051-27324080,chr1,27324051,27324080,1,4215
IMR90|chr1:27328357-27328379,chr1,27328357,27328379,IMR90|chr1:27322687-27322775,chr1,27322687,27322775,1,5670
IMR90|chr1:27328411-27328447,chr1,27328411,27328447,IMR90|chr1:27323768-27323819,chr1,27323768,27323819,1,4643
IMR90|chr1:27328479-27328543,chr1,27328479,27328543,IMR90|chr1:27321501-27321538,chr1,27321501,27321538,1,6978
IMR90|chr1:27328479-27328540,chr1,27328479,27328540,IMR90|chr1:27321501-27321538,chr1,27321501,27321538,1,6978
IMR90|chr1:27328528-27328551,chr1,27328528,27328551,IMR90|chr1:27321973-27322065,chr1,27321973,27322065,1,6555
IMR90|chr1:27328585-27328691,chr1,27328585,27328691,IMR90|chr1:27322689-27322718,chr1,27322689,27322718,1,5896
IMR90|chr1:27328654-27328700,chr1,27328654,27328700,IMR90|chr1:27323746-27323807,chr1,27323746,27323807,1,4908
IMR90|chr1:27328824-27328859,chr1,27328824,27328859,IMR90|chr1:27321217-27321243,chr1,27321217,27321243,1,7607
IMR90|chr1:27328843-27328912,chr1,27328843,27328912,IMR90|chr1:27323394-27323490,chr1,27323394,27323490,1,5449
IMR90|chr1:27328856-27328910,chr1,27328856,27328910,IMR90|chr1:27323394-27323490,chr1,27323394,27323490,1,5462
IMR90|chr1:27329097-27329169,chr1,27329097,27329169,IMR90|chr1:27322227-27322305,chr1,27322227,27322305,1,6870
IMR90|chr1:27329163-27329227,chr1,27329163,27329227,IMR90|chr1:27323539-27323633,chr1,27323539,27323633,1,5624
IMR90|chr1:27329192-27329243,chr1,27329192,27329243,IMR90|chr1:27322133-27322232,chr1,27322133,27322232,1,7059
IMR90|chr1:27329195-27329243,chr1,27329195,27329243,IMR90|chr1:27322133-27322232,chr1,27322133,27322232,1,7062
IMR90|chr1:27329232-27329257,chr1,27329232,27329257,IMR90|chr1:27322150-27322242,chr1,27322150,27322242,1,7082
IMR90|chr1:27329398-27329425,chr1,27329398,27329425,IMR90|chr1:27322159-27322279,chr1,27322159,27322279,1,7239
IMR90|chr1:27329401-27329459,chr1,27329401,27329459,IMR90|chr1:27322431-27322483,chr1,27322431,27322483,1,6970
IMR90|chr1:27329568-27329666,chr1,27329568,27329666,IMR90|chr1:27321344-27321368,chr1,27321344,27321368,1,8224
IMR90|chr1:27329569-27329666,chr1,27329569,27329666,IMR90|chr1:27321344-27321368,chr1,27321344,27321368,1,8225
IMR90|chr1:27329767-27329818,chr1,27329767,27329818,IMR90|chr1:27323746-27323807,chr1,27323746,27323807,1,6021
